date,price,bedrooms,grade,living_in_m2,real_bathrooms,quartile_zone
2/26/2015,303697,4,7,234.11556,2,2
4/16/2015,475000,2,8,98.47718,2,4
7/22/2014,869000,2,7,176.5157,1,1
3/10/2015,230000,3,7,128.20614,1,1
2/13/2015,798750,2,8,200.67048,2,3
9/5/2014,405000,4,8,171.87055,2,3
10/10/2014,693000,3,8,194.16727,2,4
5/19/2014,869000,5,8,388.33454,3,3
2/5/2015,240000,3,7,151.43189,1,1
3/30/2015,255000,3,7,159.79316,2,1
6/30/2014,570000,3,7,175.58667,2,4
12/9/2014,417400,3,8,248.98004,3,1
4/30/2015,346300,4,8,240.61877,2,1
10/28/2014,424000,3,8,123.56099,2,3
10/16/2014,556000,4,7,207.17369,2,4
7/29/2014,432500,4,8,294.688316,2,1
4/13/2015,1150000,4,8,216.46399,2,3
5/6/2014,500000,3,8,137.49644,2,4
9/12/2014,1206690,5,10,385.54745,4,4
8/6/2014,382000,2,8,153.28995,2,3
3/24/2015,310000,3,8,194.16727,2,1
6/5/2014,359800,4,9,222.03817,2,1
8/20/2014,205000,3,7,104.05136,1,1
10/29/2014,795127,4,10,405.05708,3,4
9/5/2014,863000,4,9,260.1284,1,3
1/2/2015,262500,3,7,90.11591,1,2
12/16/2014,651500,4,7,139.3545,1,3
4/1/2015,279800,3,8,130.99323,1,1
8/8/2014,300000,2,7,106.83845,1,2
8/28/2014,270000,3,7,173.72861,2,1
7/15/2014,775000,5,8,159.79316,1,3
1/7/2015,550000,3,7,168.15443,2,4
9/2/2014,294900,3,8,172.79958,2,2
11/10/2014,1149000,4,9,295.43154,3,4
7/23/2014,884744,4,9,391.12163,3,4
1/23/2015,239975,3,7,169.08346,2,1
9/26/2014,330000,3,7,147.71577,1,3
7/28/2014,407450,3,7,168.15443,2,4
4/11/2015,280000,5,7,151.43189,2,1
7/8/2014,780000,2,8,237.83168,2,4
5/12/2014,1200000,3,6,144.92868,1,4
9/19/2014,356000,3,6,85.47076,1,2
4/21/2015,413100,3,7,166.29637,2,4
2/25/2015,700000,4,7,136.56741,1,4
6/25/2014,739900,5,9,276.85094,2,4
10/20/2014,415000,3,7,139.3545,1,3
1/15/2015,420000,3,7,168.15443,2,3
4/8/2015,640000,2,7,99.40621,1,3
6/27/2014,725000,3,9,332.59274,2,2
3/10/2015,1080000,5,10,347.45722,3,4
5/30/2014,386000,3,9,196.95436,2,1
1/28/2015,210000,3,7,95.69009,1,1
5/22/2014,353000,1,7,51.09665,1,3
4/15/2015,189950,2,8,95.69009,1,2
7/14/2014,360000,3,7,197.88339,2,1
12/19/2014,770000,3,8,192.30921,2,1
3/27/2015,320000,4,8,180.23182,2,1
2/15/2015,219000,4,6,127.27711,1,1
10/13/2014,380000,4,7,163.50928,1,3
8/5/2014,630000,4,8,177.44473,2,3
5/2/2014,382500,4,7,144.92868,1,2
2/18/2015,665000,3,8,239.68974,2,3
8/5/2014,780000,4,10,362.3217,3,4
5/2/2014,300000,3,7,235.97362,2,1
6/3/2014,600000,4,8,243.40586,2,4
12/19/2014,245000,4,8,179.30279,1,1
3/23/2015,525000,3,7,204.3866,3,2
12/5/2014,390000,3,8,143.99965,3,3
3/16/2015,622000,3,8,153.28995,1,3
6/13/2014,575000,3,8,128.577752,3,4
8/1/2014,408000,3,8,136.56741,2,3
4/8/2015,258800,2,8,119.84487,1,1
4/20/2015,825000,5,9,384.61842,3,3
10/17/2014,400000,4,6,215.53496,1,3
8/19/2014,429000,3,8,234.11556,1,2
6/11/2014,335000,4,7,188.59309,2,3
7/29/2014,267500,3,7,153.28995,1,1
4/29/2015,330000,2,8,121.70293,2,3
4/23/2015,450000,2,7,134.70935,1,3
7/1/2014,695000,3,9,243.40586,2,4
4/21/2015,349500,3,7,130.0642,1,2
1/29/2015,615500,3,7,168.15443,1,3
7/18/2014,255500,2,7,133.78032,1,3
5/7/2015,598200,5,8,276.85094,3,2
5/14/2014,340000,3,7,183.01891,2,2
6/24/2014,342500,2,7,112.41263,1,2
6/24/2014,160000,3,7,93.83203,1,1
5/5/2015,260000,3,8,156.07704,1,1
8/4/2014,255000,3,7,158.86413,1,1
6/17/2014,382500,4,8,205.31563,2,1
6/5/2014,310000,4,8,203.643376,2,1
5/7/2015,615000,4,8,165.36734,2,4
2/23/2015,575000,3,7,141.21256,2,3
8/12/2014,790000,4,9,252.69616,3,3
3/23/2015,265000,3,7,141.21256,1,1
2/26/2015,317000,3,9,195.0963,2,1
7/7/2014,230000,3,5,129.13517,1,2
7/1/2014,1297000,6,9,244.33489,2,3
11/24/2014,495000,3,8,118.91584,2,3
8/14/2014,819000,3,8,171.87055,1,4
8/14/2014,324000,2,7,76.18046,1,3
3/30/2015,926250,4,8,222.03817,1,4
8/20/2014,245000,3,7,137.49644,1,1
5/19/2014,572500,3,8,188.59309,2,3
5/6/2015,500000,4,8,190.45115,2,4
7/29/2014,660000,5,7,235.97362,2,3
10/20/2014,378000,3,7,242.47683,1,1
9/8/2014,240000,3,7,96.61912,1,1
2/18/2015,225000,3,7,201.59951,2,1
8/25/2014,370000,3,9,214.884639,2,1
9/13/2014,370000,3,7,157.00607,1,1
9/9/2014,374500,4,9,291.250905,2,1
5/4/2015,626700,3,7,130.99323,1,4
12/8/2014,225000,3,6,102.1933,2,1
8/14/2014,540000,4,7,151.43189,1,3
1/29/2015,231000,4,6,113.34166,1,1
4/30/2015,219950,3,6,112.41263,1,1
3/19/2015,860000,3,8,220.18011,2,4
4/25/2015,327000,2,7,105.90942,1,2
2/23/2015,342000,3,8,209.03175,2,1
4/20/2015,185000,3,7,139.3545,1,1
12/17/2014,430000,2,7,122.63196,1,3
7/18/2014,270000,3,7,164.43831,2,1
10/27/2014,513000,4,7,194.16727,2,3
7/1/2014,452000,3,7,103.12233,1,4
9/16/2014,460000,3,7,172.79958,2,2
10/17/2014,760369,5,9,266.63161,2,4
10/2/2014,580000,4,8,304.72184,3,2
6/30/2014,950000,4,10,340.95401,2,3
7/17/2014,775000,4,10,383.68939,3,1
5/7/2015,750000,3,9,222.9672,2,4
9/26/2014,316000,3,6,93.83203,1,2
10/27/2014,430000,4,7,227.798156,3,1
4/11/2015,432100,3,8,166.29637,2,4
6/20/2014,605000,4,8,243.40586,2,2
6/2/2014,1035000,3,9,207.17369,2,4
4/27/2015,421000,3,7,179.30279,2,1
10/21/2014,263000,3,7,154.21898,1,1
10/15/2014,332000,4,7,221.10914,2,1
3/24/2015,404500,2,6,122.63196,2,2
9/23/2014,475000,3,7,110.55457,2,3
2/19/2015,260000,4,7,142.14159,3,1
2/19/2015,315000,3,7,165.36734,2,1
9/25/2014,255000,5,7,260.1284,3,1
8/5/2014,1450000,4,9,287.9993,3,4
9/23/2014,175000,4,7,112.41263,1,1
4/7/2015,521500,3,8,134.70935,2,3
4/13/2015,392500,3,7,102.1933,1,2
12/11/2014,370000,4,8,235.137493,2,1
8/25/2014,900000,3,8,264.77355,2,2
1/27/2015,480000,4,8,230.39944,2,2
6/23/2014,735000,4,8,210.88981,2,4
12/26/2014,605000,4,9,209.96078,2,4
4/24/2015,175000,2,6,78.03852,1,1
3/11/2015,256500,3,7,122.63196,2,1
4/1/2015,540000,2,7,115.19972,1,4
6/30/2014,963000,4,10,327.94759,3,4
12/4/2014,429000,4,8,200.67048,1,4
9/12/2014,324950,3,7,112.41263,1,2
10/3/2014,882990,4,10,330.73468,3,4
10/22/2014,270000,3,7,144.92868,2,1
3/12/2015,325000,4,7,155.14801,1,2
6/20/2014,1325000,4,9,266.63161,2,4
6/30/2014,359500,4,8,198.81242,2,1
2/11/2015,468000,4,8,199.74145,2,3
7/16/2014,335000,3,8,264.77355,2,1
5/2/2015,760000,4,9,327.01856,2,4
8/22/2014,1200000,3,10,400.41193,3,3
5/5/2015,439950,3,8,201.59951,2,1
4/15/2015,295000,3,7,180.23182,2,1
7/29/2014,487500,4,9,261.05743,2,3
10/30/2014,685000,3,7,205.31563,2,3
5/20/2014,1275000,4,10,264.77355,2,3
7/2/2014,475000,4,8,243.40586,2,2
3/10/2015,620000,5,9,285.21221,2,3
2/4/2015,317000,4,9,200.67048,2,1
5/7/2014,600000,3,9,228.54138,2,3
8/27/2014,300000,3,6,120.7739,1,1
4/7/2015,255000,3,7,203.45757,1,1
5/7/2015,1185000,4,9,264.77355,2,4
1/15/2015,703300,3,8,183.94794,2,3
8/22/2014,500000,3,7,153.28995,2,4
9/21/2014,575000,5,8,256.41228,2,3
8/6/2014,545000,4,8,189.52212,2,4
11/6/2014,500000,3,9,196.02533,2,1
5/11/2015,390000,3,8,179.30279,2,1
9/23/2014,252500,2,7,118.91584,1,1
5/15/2014,465750,3,7,117.05778,1,3
2/18/2015,270000,4,8,218.32205,2,1
10/14/2014,145000,3,7,93.83203,1,1
9/15/2014,475000,4,9,292.64445,2,1
7/9/2014,425000,2,7,122.63196,1,4
1/26/2015,520000,4,7,173.72861,2,4
1/27/2015,359000,4,7,251.76713,2,1
12/17/2014,355950,4,7,182.08988,2,3
11/17/2014,426000,2,7,151.43189,1,2
11/18/2014,255000,4,6,89.18688,1,2
9/15/2014,450000,3,7,133.78032,1,2
1/29/2015,300000,3,8,217.39302,2,2
4/13/2015,600000,5,8,221.10914,2,3
5/7/2015,670000,4,8,189.52212,2,4
6/2/2014,955000,3,10,280.56706,2,4
5/22/2014,657500,3,9,248.05101,2,4
4/30/2015,325000,2,6,75.25143,1,1
5/19/2014,477000,3,8,125.41905,2,3
4/7/2015,715000,4,7,172.79958,2,3
9/5/2014,583500,3,7,159.79316,1,4
10/28/2014,285000,4,8,257.34131,3,2
11/21/2014,279000,3,7,134.70935,2,2
11/12/2014,392450,4,7,203.922085,2,3
3/20/2015,303000,3,8,124.49002,2,2
3/10/2015,257000,2,6,92.903,1,2
3/11/2015,589500,4,8,327.01856,1,2
4/22/2015,600000,4,9,251.76713,2,2
8/28/2014,286000,2,6,56.67083,1,3
10/1/2014,1185000,3,10,233.18653,2,2
2/14/2015,815000,3,9,315.8702,2,4
4/29/2015,487000,2,7,133.78032,1,3
10/6/2014,245000,3,7,195.0963,1,1
8/19/2014,442000,3,7,190.45115,1,2
10/6/2014,737500,4,9,297.2896,2,4
11/14/2014,339950,5,7,175.58667,2,1
4/18/2015,615000,4,6,123.56099,1,3
8/18/2014,833000,4,10,330.73468,3,4
12/15/2014,680000,3,8,191.38018,2,4
2/17/2015,156601,2,7,112.41263,1,2
9/22/2014,320600,3,6,113.34166,2,2
5/22/2014,321000,3,7,125.140341,2,2
2/10/2015,345000,3,7,172.79958,1,1
5/5/2014,865000,4,10,342.81207,3,4
4/27/2015,600000,2,7,144.92868,1,4
8/13/2014,475000,3,6,128.20614,1,3
11/21/2014,724950,4,8,210.88981,2,3
7/24/2014,499950,3,7,133.78032,1,3
3/17/2015,940000,4,10,303.79281,2,4
4/24/2015,441500,3,7,140.28353,1,2
6/12/2014,920000,4,9,224.82526,3,4
7/23/2014,425000,3,7,118.91584,1,3
9/2/2014,645000,4,8,252.69616,2,4
6/17/2014,260000,3,7,133.78032,1,1
6/16/2014,245000,2,6,111.4836,1,1
9/26/2014,294000,3,7,122.63196,1,1
3/16/2015,1065000,3,10,313.08311,4,4
3/11/2015,210000,3,6,79.89658,1,2
5/7/2014,495000,3,6,91.97397,1,4
11/5/2014,585000,4,7,163.50928,1,3
6/9/2014,212500,2,6,95.69009,2,1
1/25/2015,312000,3,8,165.36734,2,2
10/1/2014,690000,4,7,183.01891,1,3
7/24/2014,620000,4,7,212.74787,2,3
9/22/2014,500000,4,8,212.74787,1,3
7/14/2014,1100000,4,9,205.31563,3,4
7/22/2014,730000,4,9,329.80565,2,4
6/23/2014,497000,3,7,151.43189,2,3
5/28/2014,535000,3,8,159.79316,2,3
4/9/2015,289571,3,7,124.49002,1,3
3/4/2015,196000,3,6,113.34166,1,1
5/4/2015,750000,2,7,220.18011,2,2
9/23/2014,344950,4,7,208.10272,1,2
5/20/2014,192500,2,6,88.25785,1,1
5/13/2014,870000,4,9,327.01856,2,3
12/8/2014,820000,4,10,328.87662,2,4
10/21/2014,225000,3,6,127.27711,1,4
9/8/2014,379500,4,7,196.95436,2,1
3/25/2015,486700,2,7,111.4836,1,3
5/13/2015,330000,4,8,159.79316,1,1
4/6/2015,704300,4,7,166.29637,1,3
4/28/2015,557000,2,7,134.70935,1,3
10/16/2014,363500,4,7,202.52854,1,1
10/20/2014,414950,4,7,204.3866,1,2
10/1/2014,386000,5,7,254.55422,2,1
4/27/2015,587450,3,8,203.45757,2,2
7/7/2014,215000,3,7,89.18688,1,1
6/16/2014,465000,3,7,248.05101,2,2
10/24/2014,650000,3,8,138.797082,3,3
7/9/2014,1065000,4,10,395.76678,3,4
10/2/2014,428000,3,7,196.95436,1,3
5/29/2014,602500,4,9,256.41228,2,2
8/7/2014,775000,4,10,314.94117,3,3
4/22/2015,265000,3,7,165.36734,1,1
4/1/2015,945000,5,11,406.91514,3,4
4/2/2015,740000,3,8,218.32205,2,3
7/29/2014,549000,4,8,224.82526,2,4
7/17/2014,635000,4,9,209.96078,2,4
10/24/2014,330000,4,7,169.08346,2,2
10/20/2014,320000,4,8,206.523369,2,1
5/15/2014,550000,3,8,183.94794,2,4
2/5/2015,360000,2,8,124.49002,1,2
4/29/2015,234000,3,7,89.18688,1,2
8/13/2014,365000,5,8,302.86378,2,1
5/22/2014,330000,5,7,185.806,2,1
12/5/2014,189000,2,7,111.4836,1,1
7/16/2014,250000,2,7,91.97397,1,2
7/8/2014,600000,3,7,176.5157,2,3
4/16/2015,407500,2,7,71.53531,1,2
8/21/2014,289950,3,8,192.30921,2,1
4/1/2015,812000,3,8,183.01891,2,3
3/18/2015,287000,2,7,88.25785,1,1
2/11/2015,785000,4,10,306.5799,2,4
3/25/2015,175000,3,6,132.85129,1,2
3/17/2015,1088000,5,10,387.40551,3,2
8/25/2014,814000,4,8,263.84452,2,2
1/14/2015,435000,3,7,144.92868,2,4
5/13/2014,285000,3,6,101.26427,1,2
3/11/2015,678500,3,7,112.41263,2,3
5/6/2015,390000,4,7,284.28318,2,1
7/17/2014,239000,3,7,140.28353,1,1
2/5/2015,613500,3,8,218.32205,2,3
5/29/2014,305000,2,8,92.903,2,3
10/14/2014,515100,3,8,192.680822,2,2
8/19/2014,602000,3,8,146.78674,2,4
10/9/2014,525000,3,8,183.01891,1,4
3/10/2015,645000,3,7,176.5157,2,4
8/20/2014,319000,2,6,72.46434,1,3
6/5/2014,1415000,4,12,433.85701,5,4
7/13/2014,579000,4,8,188.59309,2,4
3/26/2015,475000,4,7,167.2254,2,3
1/15/2015,389000,3,8,125.41905,2,3
10/16/2014,315000,1,6,71.53531,0,2
4/13/2015,440000,3,9,212.74787,2,1
11/17/2014,440000,4,8,218.32205,2,3
5/5/2014,525888,5,7,236.90265,1,3
11/25/2014,405000,4,7,219.25108,2,2
6/25/2014,246500,3,7,150.50286,2,2
5/16/2014,523000,3,8,117.05778,1,3
9/4/2014,504500,3,8,169.08346,2,3
7/3/2014,650000,3,7,128.20614,1,4
12/8/2014,292000,4,7,184.319552,3,1
2/23/2015,260000,3,6,106.83845,1,2
8/26/2014,1045000,4,9,330.73468,3,4
5/14/2014,565000,4,9,208.10272,2,3
5/24/2014,347000,4,8,248.05101,1,1
5/15/2014,765000,5,10,332.59274,3,3
11/17/2014,348000,2,5,62.24501,1,2
5/5/2015,350000,5,7,215.53496,3,1
5/21/2014,655000,4,8,218.32205,3,4
6/16/2014,320000,3,8,111.4836,2,2
8/15/2014,330000,3,6,96.61912,1,2
5/22/2014,910000,4,9,310.29602,3,4
11/5/2014,320000,2,6,104.05136,1,2
3/18/2015,561000,3,7,196.95436,2,4
7/3/2014,850000,3,8,300.07669,2,3
4/20/2015,361500,4,7,203.45757,2,2
8/18/2014,1169000,5,11,428.28283,4,4
8/5/2014,1000000,6,9,334.4508,2,4
2/22/2015,279950,4,7,224.82526,2,1
8/21/2014,429000,4,7,170.94152,2,4
1/28/2015,312000,4,7,160.72219,1,1
7/25/2014,671500,4,8,197.88339,2,4
12/1/2014,240000,4,7,183.94794,2,2
5/8/2015,395000,2,7,102.1933,1,4
8/15/2014,190000,2,6,78.03852,1,2
8/5/2014,250000,1,7,72.46434,1,3
7/21/2014,359900,4,8,229.47041,2,1
5/12/2015,536000,3,7,212.74787,2,1
1/22/2015,360000,5,6,196.95436,2,3
7/11/2014,206000,3,7,105.90942,1,1
12/18/2014,260000,4,7,126.34808,1,1
11/5/2014,290000,4,7,123.56099,1,2
7/16/2014,565000,4,7,143.07062,1,3
6/13/2014,1030000,4,9,255.48325,2,3
7/14/2014,575000,4,8,261.05743,1,3
6/5/2014,269000,3,7,157.00607,1,1
10/9/2014,424000,3,8,169.08346,2,4
4/16/2015,490000,4,9,297.2896,3,2
4/8/2015,658000,3,7,119.84487,1,4
9/4/2014,645000,4,8,143.99965,1,4
2/27/2015,367000,4,6,169.08346,1,1
12/29/2014,680000,6,8,295.43154,2,4
9/2/2014,707900,3,7,162.58025,1,3
5/1/2015,593777,3,7,140.28353,1,4
6/5/2014,356000,2,6,85.47076,1,2
12/17/2014,500000,3,8,144.92868,2,3
3/6/2015,369950,3,7,225.75429,1,2
9/23/2014,259000,4,7,117.05778,1,1
7/10/2014,710000,4,8,266.63161,2,4
1/29/2015,530000,2,6,196.95436,1,2
5/27/2014,735000,5,9,314.94117,2,4
6/4/2014,765000,4,9,409.70223,3,3
5/29/2014,472000,6,9,409.70223,2,1
2/17/2015,915000,3,7,260.1284,2,4
4/23/2015,224000,4,7,213.6769,3,1
8/22/2014,600000,4,9,241.5478,2,2
2/2/2015,612125,2,7,155.14801,1,4
5/16/2014,772000,4,8,196.02533,2,3
8/7/2014,325000,4,7,173.72861,1,2
8/19/2014,998800,3,9,209.03175,2,3
8/18/2014,265000,5,7,130.0642,4,1
6/23/2014,750000,3,8,169.08346,2,3
8/12/2014,327500,2,6,77.10949,1,2
7/18/2014,605000,3,7,216.46399,1,2
6/26/2014,750000,4,8,162.58025,2,3
6/23/2014,577000,3,7,191.38018,2,3
12/2/2014,1265000,4,8,266.63161,2,4
3/18/2015,845000,4,11,311.22505,3,4
5/19/2014,280000,3,7,159.79316,2,3
12/16/2014,880000,3,9,358.60558,1,2
8/28/2014,370000,4,7,143.07062,1,2
2/23/2015,649950,4,8,226.68332,3,3
3/10/2015,565000,3,7,104.98039,1,4
7/24/2014,610000,4,9,223.89623,2,4
10/24/2014,713414,3,9,262.91549,2,2
7/25/2014,280000,4,8,170.384102,2,1
12/8/2014,611000,3,7,171.87055,1,3
7/29/2014,590000,3,9,196.02533,2,3
2/24/2015,405000,3,7,133.78032,2,3
6/12/2014,620000,2,7,132.85129,1,4
5/20/2014,289000,3,8,194.16727,2,1
10/9/2014,400000,3,6,92.903,1,2
7/18/2014,498000,3,8,230.39944,2,3
4/23/2015,1025000,3,8,258.27034,2,3
6/3/2014,285000,3,8,267.56064,1,1
9/11/2014,680000,2,9,134.70935,2,4
7/10/2014,505000,2,7,115.19972,1,4
3/23/2015,545000,2,7,150.50286,1,3
1/30/2015,465000,3,7,170.94152,2,2
10/8/2014,662000,3,9,232.2575,1,4
4/22/2015,595000,3,8,177.44473,2,3
2/10/2015,610000,3,7,103.12233,1,4
12/9/2014,725786,4,10,285.21221,2,4
5/7/2014,440000,3,6,139.3545,1,2
11/4/2014,857326,3,10,366.03782,3,2
4/8/2015,195000,3,7,121.70293,1,1
9/23/2014,505000,3,7,222.9672,2,2
3/9/2015,763000,3,6,126.34808,2,4
9/25/2014,319000,3,7,89.18688,1,2
9/17/2014,338500,4,8,252.417451,2,1
10/15/2014,739500,3,9,414.34738,3,1
11/19/2014,206000,4,7,159.79316,2,1
7/29/2014,485000,5,7,198.81242,1,3
4/14/2015,700000,2,7,171.87055,1,2
11/21/2014,277950,3,7,195.0963,2,1
11/18/2014,515000,4,7,268.48967,2,3
12/30/2014,469000,3,8,137.49644,1,3
12/29/2014,540000,3,7,287.9993,2,2
9/8/2014,920000,4,8,291.71542,2,4
1/31/2015,690000,3,9,240.61877,2,2
3/13/2015,135000,4,5,135.63838,1,2
6/2/2014,820000,3,8,200.67048,1,3
11/23/2014,402000,3,7,159.79316,2,3
8/11/2014,539900,3,8,153.28995,1,4
8/1/2014,379000,4,8,209.96078,2,2
3/15/2015,445000,2,6,88.25785,1,3
8/5/2014,299000,1,7,68.74822,1,2
12/2/2014,375000,3,8,143.07062,2,3
10/28/2014,340000,2,6,118.91584,1,2
5/5/2014,400000,2,7,196.02533,1,2
7/7/2014,351999,3,8,220.18011,2,2
6/24/2014,845000,3,9,235.97362,2,3
7/23/2014,465000,3,8,199.74145,2,2
6/2/2014,665000,4,10,252.69616,2,4
9/10/2014,275000,2,5,105.90942,1,2
7/25/2014,1238000,4,11,433.85701,3,3
7/21/2014,299800,4,6,142.14159,1,2
6/27/2014,710000,2,7,152.36092,1,4
8/29/2014,238000,1,5,49.23859,1,3
5/27/2014,540000,4,7,182.08988,4,3
10/8/2014,715500,3,8,223.89623,2,3
6/12/2014,743000,3,8,196.02533,1,4
2/11/2015,756000,3,8,330.73468,2,4
3/10/2015,340000,3,6,62.24501,1,3
8/26/2014,345000,3,8,148.6448,3,2
7/20/2014,666570,4,7,215.53496,2,2
7/21/2014,346000,3,8,139.3545,3,1
8/12/2014,325000,2,7,130.0642,1,3
11/24/2014,255000,3,7,114.27069,1,2
7/17/2014,235000,3,7,103.12233,2,1
3/27/2015,603500,3,7,198.81242,1,3
10/13/2014,345000,3,7,129.13517,1,2
7/25/2014,625000,3,7,184.87697,1,1
12/30/2014,355000,4,7,207.17369,1,2
2/9/2015,465000,4,7,136.56741,2,3
3/18/2015,370000,4,7,152.36092,2,2
6/20/2014,395000,3,6,139.3545,1,3
12/29/2014,800000,4,9,289.85736,2,4
6/20/2014,725000,3,10,342.81207,3,3
3/13/2015,560000,4,7,196.95436,1,3
12/9/2014,597500,3,8,188.59309,1,4
5/22/2014,398000,2,5,54.81277,1,2
7/22/2014,291750,3,7,121.70293,2,2
10/23/2014,790000,5,9,281.49609,3,3
10/22/2014,650000,4,8,179.30279,2,3
10/9/2014,510000,3,8,171.406035,3,2
12/29/2014,550000,2,7,88.25785,1,3
6/20/2014,355000,2,6,115.19972,1,2
9/11/2014,440000,3,7,195.0963,1,2
5/22/2014,555000,4,8,218.32205,2,4
9/9/2014,214000,3,6,94.76106,1,2
2/3/2015,575000,3,8,163.50928,1,4
5/23/2014,300000,4,8,182.08988,2,1
7/25/2014,379500,3,7,192.30921,2,3
4/20/2015,597500,4,9,175.58667,3,4
5/15/2014,640000,4,7,237.83168,2,3
2/24/2015,598950,3,8,137.49644,2,3
11/11/2014,399950,3,8,286.791561,2,1
6/5/2014,335000,4,8,242.47683,2,1
12/24/2014,345000,3,7,187.66406,2,2
8/26/2014,474950,5,7,193.23824,2,2
8/12/2014,320000,4,7,192.30921,2,1
6/3/2014,500000,3,7,150.50286,1,3
10/6/2014,654000,3,10,206.24466,2,3
5/1/2015,720000,2,9,145.85771,1,4
8/20/2014,565000,5,7,177.44473,1,4
9/23/2014,582000,4,8,155.14801,3,3
3/19/2015,1250000,4,8,170.01249,2,4
6/26/2014,1080000,4,10,370.68297,3,4
3/30/2015,479950,3,9,258.27034,2,1
7/31/2014,470000,3,8,206.24466,2,2
10/30/2014,225000,2,6,77.10949,1,2
7/1/2014,600000,5,9,276.85094,2,2
6/19/2014,1309500,4,10,441.28925,4,2
5/28/2014,875000,3,7,211.81884,2,3
7/14/2014,397000,2,7,149.57383,1,2
7/14/2014,1215000,3,10,423.63768,3,2
6/23/2014,249900,3,7,121.70293,2,1
8/15/2014,550000,4,8,191.38018,2,4
2/20/2015,252000,3,7,106.83845,1,2
7/17/2014,265000,2,7,148.6448,1,2
2/27/2015,395000,2,6,91.04494,1,3
6/11/2014,800000,4,9,249.90907,3,4
6/17/2014,440000,4,7,134.70935,2,2
12/11/2014,545000,2,8,154.21898,1,4
3/30/2015,510000,2,6,99.40621,1,3
10/2/2014,268000,3,8,183.94794,1,1
5/15/2014,204700,4,7,155.14801,2,1
7/21/2014,528000,3,7,187.66406,2,4
2/23/2015,529941,3,7,154.21898,2,4
11/20/2014,262500,2,7,105.90942,1,3
1/27/2015,621500,5,8,198.81242,2,2
8/28/2014,270000,2,6,92.903,1,1
5/5/2015,375000,3,8,190.45115,2,1
2/27/2015,309000,3,7,105.90942,1,1
6/6/2014,185000,3,7,170.94152,1,2
12/22/2014,610000,6,8,335.37983,2,3
12/9/2014,470000,2,7,83.6127,1,3
8/29/2014,405000,4,7,188.59309,2,2
4/28/2015,689500,4,8,190.45115,2,3
7/15/2014,490000,4,8,260.1284,2,3
7/18/2014,420000,3,7,98.47718,1,4
5/7/2015,709000,4,7,201.59951,1,3
6/26/2014,695000,3,10,240.61877,2,4
5/2/2014,342000,3,8,179.30279,2,1
10/8/2014,910000,4,8,268.48967,1,2
10/23/2014,675000,3,10,257.34131,2,3
7/3/2014,285000,5,8,210.88981,2,1
3/24/2015,269900,3,7,105.90942,1,2
4/7/2015,499000,4,9,209.03175,2,2
3/31/2015,374990,3,8,120.7739,2,2
7/1/2014,478000,3,8,152.36092,2,3
3/5/2015,316500,3,7,164.43831,2,1
2/11/2015,909500,4,10,410.63126,4,3
2/2/2015,1289990,5,10,405.05708,4,4
3/23/2015,564500,4,7,181.16085,2,3
4/22/2015,406000,3,7,89.18688,1,3
6/25/2014,435000,2,6,98.47718,1,4
3/9/2015,558000,4,9,293.57348,3,2
12/1/2014,250000,3,7,98.47718,1,1
4/3/2015,1378000,5,9,341.88304,3,4
4/12/2015,407500,4,7,176.5157,2,2
10/10/2014,690000,3,9,230.39944,2,4
10/6/2014,775000,5,9,305.65087,3,4
11/17/2014,239000,2,7,112.41263,1,1
3/5/2015,635000,4,8,218.32205,2,4
5/1/2015,245000,3,7,128.20614,1,1
8/25/2014,295000,3,6,139.3545,1,2
11/17/2014,249950,3,7,101.26427,1,1
12/29/2014,315000,3,8,176.5157,2,1
12/3/2014,474950,3,9,171.87055,2,2
11/7/2014,245000,3,7,93.83203,1,1
12/4/2014,400000,4,7,192.30921,2,3
10/17/2014,825000,2,7,115.19972,1,2
8/18/2014,631750,3,7,219.25108,1,3
8/25/2014,828000,4,8,196.95436,2,4
10/21/2014,222000,3,8,115.19972,1,1
6/12/2014,448000,2,7,151.43189,1,3
5/16/2014,500000,2,8,121.70293,2,3
10/15/2014,315000,1,6,53.88374,1,2
10/13/2014,435000,3,7,104.05136,1,4
3/30/2015,197000,2,6,71.53531,1,2
9/22/2014,360000,3,6,126.34808,1,3
6/20/2014,1234580,5,9,301.00572,3,3
2/25/2015,580000,4,7,196.02533,2,4
6/16/2014,230000,3,7,130.0642,1,1
2/20/2015,327000,4,8,150.50286,2,1
9/29/2014,1272000,4,11,297.2896,2,4
8/25/2014,619000,3,9,237.83168,2,4
4/27/2015,289000,2,6,65.96113,1,2
8/18/2014,600000,2,9,170.01249,2,3
5/16/2014,205000,5,7,160.72219,1,1
7/22/2014,335000,3,8,191.38018,2,1
2/26/2015,259000,3,7,254.55422,2,1
11/21/2014,845800,4,10,280.56706,3,4
10/25/2014,390000,3,7,149.57383,2,2
8/15/2014,475000,5,6,186.73503,2,4
12/23/2014,276000,3,7,169.08346,1,1
6/9/2014,605000,3,9,248.05101,2,3
11/10/2014,521000,3,8,160.72219,1,3
10/1/2014,665000,3,7,179.30279,2,4
1/23/2015,615000,3,7,196.02533,1,3
1/2/2015,256000,3,7,145.85771,2,1
2/11/2015,419625,4,9,248.98004,2,1
5/27/2014,344950,4,7,216.46399,2,1
9/22/2014,268000,4,7,156.07704,1,1
9/25/2014,450000,3,7,154.21898,2,2
4/21/2015,375000,4,7,210.88981,2,1
